"Path","ClassName","RefCount","RefFiles"
"scripts\ui\map\core\quick_location_scene.gd","","0",""
"scripts\ui\map\core\study_option_item.gd","","0",""
"scripts\ui\map\core\world_map_scene.gd","","0",""
"scripts\ui\map\grand_theater\performance_study_menu.gd","","0",""
"scripts\ui\map\gym\gym_training_menu.gd","","0",""
"scripts\ui\map\library\tutoring_course_item.gd","","0",""
"scripts\ui\map\library\tutoring_menu.gd","","0",""
"scripts\ui\map\npc\npc_interaction_menu.gd","","0",""
"scripts\ui\map\npc\quick_npc_portrait.gd","","0",""
"scripts\ui\mobile\affection_panel.gd","","0",""
"scripts\ui\mobile\album_panel.gd","","0",""
"scripts\ui\mobile\between_panel.gd","","0",""
"scripts\ui\mobile\camera_panel.gd","","0",""
"scripts\ui\mobile\chat\bubbles\character_bubble.gd","","0",""
"scripts\ui\mobile\chat\bubbles\player_bubble.gd","","0",""
"scripts\ui\mobile\chat\bubbles\system_bubble.gd","","0",""
"scripts\ui\mobile\chat\mobile_chat_panel.gd","","0",""
"scripts\ui\mobile\chat\mobile_contact_list.gd","","0",""
"scripts\ui\mobile\chat\mobile_contact_list_item.gd","","0",""
"scripts\ui\mobile\chat\red_packet_interact.gd","","0",""
"scripts\ui\mobile\chat\video_call_panel.gd","","0",""
"scripts\ui\mobile\chat\voice_call_panel.gd","","0",""
"scripts\ui\mobile\luna_profile_panel.gd","","0",""
"scripts\ui\mobile\mail_panel.gd","","0",""
"scripts\ui\mobile\mobile_interface.gd","","0",""
"scripts\ui\mobile\moments\moment_item.gd","","0",""
"scripts\ui\mobile\moments\moments_panel.gd","","0",""
"scripts\ui\mobile\tutorial_panel.gd","","0",""
"scripts\ui\mobile\wechat\wechat_contact_item.gd","","0",""
"scripts\ui\mobile\wechat\wechat_contact_list.gd","","0",""
"scripts\ui\mobile\wechat\wechat_main_panel.gd","","0",""
"scripts\ui\save_load\save_load_panel.gd","","0",""
"scripts\ui\save_load\save_slot_item.gd","","0",""
"scripts\ui\settings\settings_scene.gd","","0",""
"scripts\ui\start\bug_feedback_panel.gd","","0",""
"scripts\ui\start\start_scene.gd","","0",""
"scripts\ui\stats\stats_panel.gd","","0",""
"scripts\ui\story\character_layer.gd","","0",""
"scripts\ui\story\debug_panel.gd","","0",""
"scripts\ui\story\player_call_name_popup.gd","","0",""
"scripts\ui\story\player_info_popup.gd","","0",""
"scripts\ui\story\quick_option_item.gd","","0",""
"scripts\ui\wardrobe\wardrobe_item.gd","","0",""
"scripts\ui\wardrobe\wardrobe_panel.gd","","0",""
"scripts\api\doubao_TTS_Service.gd","DoubaoTTSService","1","scripts\api\tts\tts_manager.gd"
"scripts\api\tts\qwen_tts_adapter.gd","QwenTTSAdapter","1","scripts\api\tts\tts_manager.gd"
"scripts\data\chat_history_manager.gd","ChatHistoryManager","1","scripts\data\game_data_manager.gd"
"scripts\data\config_resource.gd","ConfigResource","1","scripts\data\game_data_manager.gd"
"scripts\data\desktop_pet_memory_manager.gd","DesktopPetMemoryManager","1","scripts\data\game_data_manager.gd"
"scripts\data\gift_manager.gd","GiftManager","1","scripts\ui\main\main_scene.gd"
"scripts\data\npc_relationship_manager.gd","NPCRelationshipManager","1","scripts\data\game_data_manager.gd"
"scripts\data\weather_manager.gd","WeatherManager","1","scripts\data\game_data_manager.gd"
"scripts\script_engine\script_chapter.gd","ScriptChapter","1","scripts\script_engine\script_engine_manager.gd"
"scripts\script_engine\script_engine_manager.gd","ScriptEngineManager","1","scripts\dialogue\dialogue_manager.gd"
"scripts\ui\date\date_bubble_controller.gd","DateBubbleController","1","scripts\ui\date\date_scene.gd"
"scripts\ui\date\date_generation_controller.gd","DateGenerationController","1","scripts\ui\date\date_scene.gd"
"scripts\ui\date\date_plan_state.gd","DatePlanState","1","scripts\ui\date\date_scene.gd"
"scripts\ui\date\date_scene_presenter.gd","DateScenePresenter","1","scripts\ui\date\date_scene.gd"
"scripts\ui\map\cafe\cafe_menu_item_card.gd","CafeMenuItemCard","1","scenes\ui\map\cafe\cafe_menu_item_card.tscn"
"scripts\ui\story\mbti_option_item.gd","MBTIOptionItem","1","scenes\ui\story\mbti_option_item.tscn"
"scripts\ui\story\story_period_card.gd","StoryPeriodCard","1","scenes\ui\story\story_period_card.tscn"
"scripts\utils\background_transition_helper.gd","BackgroundTransitionHelper","1","scripts\dialogue\dialogue_manager.gd"
"scripts\data\condition_manager.gd","ConditionManager","2","scripts\data\map_data_manager.gd | scripts\data\event_manager.gd"
"scripts\data\date_story_manager.gd","DateStoryManager","2","scripts\ui\date\date_scene.gd | scripts\ui\date\date_generation_controller.gd"
"scripts\data\memory_manager.gd","MemoryManager","2","scripts\data\game_data_manager.gd | scripts\data\desktop_pet_memory_manager.gd"
"scripts\data\music_library.gd","MusicLibrary","2","scripts\ui\main\creation_music_panel.gd | scripts\ui\main\music\creation_music_item.gd"
"scripts\script_engine\script_event.gd","ScriptEvent","2","scripts\script_engine\script_event_factory.gd | scripts\script_engine\script_chapter.gd"
"scripts\ui\activity\activity_loading_overlay.gd","ActivityLoadingOverlay","2","scripts\ui\activity\activity_panel.gd | scenes\ui\activity\activity_loading_overlay.tscn"
"scripts\ui\date\date_loading_overlay.gd","DateLoadingOverlay","2","scenes\ui\date\date_loading_overlay.tscn | scripts\ui\date\date_generation_controller.gd"
"scripts\ui\story\quick_option_list_helper.gd","QuickOptionListHelper","2","scripts\ui\main\main_scene.gd | scripts\dialogue\dialogue_manager.gd"
"scripts\ui\story\story_portrait_actor.gd","StoryPortraitActor","2","scripts\ui\story\character_layer.gd | scenes\ui\story\story_portrait_actor.tscn"
"scripts\ui\archive\relation_graph_view.gd","RelationGraphView","3","scenes\ui\archive\relation_graph_content.tscn | scenes\ui\archive\archive_relation_panel.tscn | scripts\ui\archive\archive_relation_panel.gd"
"scripts\ui\main\creation_panel.gd","CreationPanel","3","scenes\ui\main\creation_panel.tscn | scripts\ui\main\main_scene.gd | scenes\ui\main\main_scene.tscn"
"scripts\api\qwen_asr_client.gd","QwenASRClient","4","scripts\dialogue\dialogue_manager.gd | scripts\ui\mobile\chat\video_call_panel.gd | scripts\ui\desktop_pet\desktop_pet.gd | scripts\ui\mobile\chat\voice_call_panel.gd"
"scripts\api\tts\tts_adapter.gd","TTSAdapter","4","scripts\ui\settings\settings_scene.gd | scripts\api\doubao_TTS_Service.gd | scripts\api\tts\qwen_tts_adapter.gd | scripts\api\tts\tts_manager.gd"
"scripts\utils\chat_split_helper.gd","ChatSplitHelper","7","scripts\api\doubao_TTS_Service.gd | scripts\ui\main\main_scene.gd | scripts\dialogue\dialogue_manager.gd | scripts\ui\mobile\chat\mobile_chat_panel.gd | scripts\ui\mobile\chat\video_call_panel.gd | scripts\ui\desktop_pet\desktop_pet.gd | scripts\ui\mobile\chat\voice_call_panel.gd"
"scripts\utils\safe_file_access.gd","SafeFileAccess","9","scripts\data\memory_manager.gd | scripts\data\npc_relationship_manager.gd | scripts\data\map_data_manager.gd | scripts\data\chat_history_manager.gd | scripts\data\character_profile.gd | scripts\data\event_manager.gd | scripts\data\photo_memory_manager.gd | scripts\data\memory_album_manager.gd | scripts\data\save_manager.gd"
"scripts\api\deepseek_client.gd","DeepSeekClient","17","scenes\ui\story\story_scene.tscn | scripts\ui\mobile\moments\moment_item.gd | scenes\ui\map\core\quick_location_scene.tscn | scripts\api\utils\deepseek_client_locator.gd | scripts\ui\main\main_scene.gd | scripts\ui\main\drawing_board_panel.gd | scenes\ui\archive\archive_personality_panel.tscn | scripts\api\services\deepseek\deepseek_social_content_service.gd | scripts\ui\date\date_scene.gd | scripts\dialogue\dialogue_manager.gd"
"scripts\api\utils\deepseek_client_locator.gd","DeepSeekClientLocator","17","scripts\ui\map\art_gallery\art_study_menu.gd | scripts\ui\mobile\moments\moment_item.gd | scripts\ui\activity\schedule_execution_panel.gd | scripts\ui\story\debug_panel.gd | scripts\ui\main\drawing_board_panel.gd | scripts\ui\map\grand_theater\performance_study_menu.gd | scripts\ui\date\date_scene.gd | scripts\data\prompt_manager.gd | scripts\ui\main\backgrounds\core\default_room_bg.gd | scripts\dialogue\dialogue_manager.gd"
"scripts\data\character_profile.gd","CharacterProfile","20","scripts\data\stats_system.gd | scripts\api\services\deepseek\deepseek_idle_quote_service.gd | scripts\data\gift_manager.gd | scripts\ui\start\start_scene.gd | scripts\ui\story\debug_panel.gd | scripts\data\game_data_manager.gd | scripts\api\services\deepseek\deepseek_social_content_service.gd | scripts\ui\date\date_scene.gd | scripts\data\prompt_manager.gd | scripts\data\event_manager.gd"
